"X","logFC","AveExpr","t","P.Value","adj.P.Val","B","phrog","function.","product","annotation_method","bitscore","fident","evalue","qStart","qEnd","qLen","tStart","tEnd","tLen","annotation_source","tophit_protein","function_with_highest_bitscore_proportion","top_bitscore_proportion_not_unknown","head_and_packaging_bitscore_proportion","integration_and_excision_bitscore_proportion","tail_bitscore_proportion","moron_auxiliary_metabolic_gene_and_host_takeover_bitscore_proportion","DNA_RNA_and_nucleotide_metabolism_bitscore_proportion","connector_bitscore_proportion","transcription_regulation_bitscore_proportion","lysis_bitscore_proportion","other_bitscore_proportion","unknown_function_bitscore_proportion"
"virus_comp_1093_cycle_1_24",0.0563527419332329,0.314912462429252,3.28922301296208,0.00222581180198864,0.00573993608144003,-1.69667593104751,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1097_cycle_1_8",0.0955775306624834,0.231985163350711,5.11713093747729,5.56312464670031e-05,0.000496489822921268,1.96611665838202,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1098_cycle_1_7",0.0792167759810944,0.281113358794493,4.07822605843763,0.000273629216527061,0.00137531902674719,0.281679699068053,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1098_cycle_1_9",0.0936923687929736,0.259899421644881,4.41125238974911,0.000461174697463071,0.00186425221549446,0.0342248931091058,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_11007_cycle_1_2",0.0593080341934626,0.23292419010702,3.77266397849384,0.000306970024577998,0.00146156617061558,0.01999701961675,"541","connector","head-tail adaptor",NA,351,0.588,2.149e-07,0,106,116,14,117,171,"foldseek","envhog_protein1863010","connector",1,0,0,0,0,0,1,0,0,0,0
"virus_comp_11007_cycle_1_4",0.105053074741062,0.585961003866864,4.25700975586403,0.000181516464876874,0.00104471865542857,0.710431740139117,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1102_cycle_1_1",0.0641429267890693,0.715566292061535,3.55796768082842,0.000501053104858803,0.00197441188194865,-0.452603401362924,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1102_cycle_1_2",0.0643107737885577,0.379230195929313,3.32411154444504,0.00130689336842715,0.0038614105647632,-1.30760533991865,"6370","DNA, RNA and nucleotide metabolism","dsDNA binding protein",NA,219,0.23,0.0003103,0,95,97,0,90,91,"foldseek","envhog_protein179573","DNA, RNA and nucleotide metabolism",1,0,0,0,0,1,0,0,0,0,0
"virus_comp_1102_cycle_1_5",0.0832953037496069,0.406718804131617,5.04731163568327,1.81411017398615e-06,6.60191917391595e-05,4.79264460854039,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1102_cycle_1_8",0.0880364810846609,0.241038845381297,4.65062680793556,9.53558182417119e-05,0.000687723050750649,1.36353622176303,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1103_cycle_1_11",0.0646473978884636,0.516515912056337,3.65636181732504,0.000412550690498003,0.00173591027896307,-0.263036311338269,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1103_cycle_1_6",0.0701850440617768,0.519290016011122,3.11803485487728,0.00300077633808722,0.00712206114485911,-2.01044221290187,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1103_cycle_1_7",0.0759937909042775,0.226183400802198,4.07836846025519,0.000389799766297423,0.00167996393214623,0.005216190385811,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1105_cycle_1_1",0.0562585691040499,0.468105797364186,3.15382125306636,0.00199672886494149,0.00528737148117704,-1.71239973298416,"8780","tail","minor tail protein",NA,237,0.137,0.0003498,48,151,152,24,133,134,"foldseek","efam_protein265076","tail",0.837,0.163,0,0.837,0,0,0,0,0,0,0
"virus_comp_1105_cycle_1_2",0.060477225604491,0.316992838333692,2.95674995900691,0.0038820687770115,0.00860749112271013,-2.3051640172369,"1067","head and packaging","minor head protein",NA,457,0.327,2.284e-08,1,169,184,610,768,908,"foldseek","protein827119","tail",0.491,0.223,0,0.491,0.003,0,0,0,0.248,0.035,0
"virus_comp_1115_cycle_1_7",0.0804719226401801,0.257913244565806,4.89876645614182,0.000402760377708811,0.00170573165380687,0.307084658852032,"215","head and packaging","structural protein with Ig domain",NA,335,0.402,1.548e-06,45,116,118,69,140,141,"foldseek","envhog_protein520791","head and packaging",0.367,0.367,0,0.239,0,0.076,0.239,0,0,0.08,0
"virus_comp_1115_cycle_1_9",0.0793142389049849,0.205426665584322,4.74622382232412,0.000519022838356052,0.0020227918994355,0.0604060960256039,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1121_cycle_1_12",0.065171498595019,0.31086524078202,3.94699775973595,0.000580352075875023,0.0021605678710433,-0.352534759432724,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1131_cycle_2_1",0.071163789619105,0.28679921867385,3.15168620686425,0.00398985180169634,0.00874724099429668,-2.16831617747771,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1142_cycle_1_3",0.0487838747374834,0.235689330021957,3.26572194933866,0.00133796616181831,0.00392650880371454,-1.36954919376318,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1152_cycle_1_10",0.0586603230149772,0.170241432865528,3.98897635219829,0.000150551450472696,0.000934470193119615,0.682606161828426,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_11649_cycle_1_1",0.0808073982997726,0.256455990930104,3.65661161019628,0.00172383089951,0.00477432269497316,-1.2987575061306,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1171_cycle_1_1",0.0607782927640463,0.254406478658523,3.42133947428879,0.000853358901878937,0.00285109397217501,-0.950449308500243,"361","head and packaging","terminase small subunit",NA,763,0.984,5.789e-19,0,128,131,0,128,130,"foldseek","protein753385","head and packaging",0.998,0.998,0,0,0,0,0,0,0,0,0
"virus_comp_1171_cycle_1_10",0.0465553999642452,0.27921092601663,2.89676116678891,0.00449095703816508,0.00952531256765454,-2.44734447826228,"5","connector","tail completion or Neck1 protein",NA,700,0.754,5.208e-17,0,158,161,0,158,160,"foldseek","protein298173","connector",0.997,0.003,0,0,0,0,0.997,0,0,0,0
"virus_comp_1171_cycle_1_11",0.066154190877418,0.309669839996365,3.47692783668834,0.000944149898780786,0.00306789854890614,-0.980992078754666,"88","tail","major tail protein",NA,1281,0.995,1.154e-27,0,202,204,0,202,203,"foldseek","protein151666","tail",0.952,0.011,0,0.952,0,0,0,0,0,0.037,0
"virus_comp_1171_cycle_1_12",0.0751462897537735,0.257299941023365,4.44342780349626,2.69523945182039e-05,0.000315439850813351,2.28509823673063,"2115","tail","tail protein",NA,300,0.267,3.488e-06,2,121,123,3,126,138,"foldseek","envhog_protein1034523","tail",1,0,0,1,0,0,0,0,0,0,0
"virus_comp_1171_cycle_1_4",0.0590150500666812,0.19412240339366,3.6366988516591,0.000485192190291064,0.0019274555608209,-0.404908200585324,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_1171_cycle_1_8",0.0549501521227538,0.257141034238132,3.49382950837424,0.000670135556674497,0.00238141808276419,-0.727458906077364,"25","connector","head closure Hc1",NA,412,0.16,8.883e-08,4,108,119,9,111,112,"foldseek","envhog_protein330048","connector",0.961,0.03,0,0,0.008,0,0.961,0,0,0,0
"virus_comp_1171_cycle_1_9",0.0736933325829628,0.269200375892657,4.48911654014065,1.86031929284128e-05,0.000248832723906828,2.6073784244056,"78","connector","tail terminator",NA,609,0.698,7.003e-15,0,105,107,0,105,106,"foldseek","protein693972","connector",0.903,0.056,0,0.041,0,0,0.903,0,0,0.001,0
"virus_comp_11746_cycle_1_1",0.091301026910831,0.472345626181877,5.49659642327771,8.42924537227632e-06,0.000159343468185261,3.65090955207106,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_11746_cycle_1_4",0.079818204294817,0.300919565602872,4.63345641307036,0.000251190453611363,0.00130264427932312,0.589111871382896,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_12035_cycle_1_1",0.166339965939821,0.825210409607501,8.21870713278839,6.50154962239109e-14,2.54145574739268e-10,21.0480875412379,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_12035_cycle_1_2",0.151182601062133,0.790391290073671,7.51125539631455,3.92073884627754e-12,7.66308407504946e-09,17.1433772682245,"36964","head and packaging","terminase large subunit",NA,711,0.721,4.939e-17,0,146,147,4,150,522,"foldseek","envhog_protein1059035","head and packaging",0.998,0.998,0,0.001,0,0.001,0,0,0,0,0
"virus_comp_1207_cycle_1_4",0.0798645437554116,0.286973663506583,3.6755820631196,0.000382753832398817,0.00166125281459355,-0.188878320767165,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_122_cycle_1_2",0.0878698577867643,0.196320980086024,5.08092179553123,1.49622883801859e-05,0.000224952251069794,3.03034759094267,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_12318_cycle_1_2",0.0648755312537924,0.194175882074185,5.05543322622553,1.98140810956745e-06,6.9154681252671e-05,4.71837551421336,"93","DNA, RNA and nucleotide metabolism","endonuclease",NA,604,0.979,1.686e-15,0,95,97,0,95,96,"foldseek","protein704257","DNA, RNA and nucleotide metabolism",0.994,0,0,0,0,0.994,0,0.006,0,0,0
"virus_comp_12451_cycle_1_1",0.09790170510721,0.395652865175058,4.11384570312312,0.000470713064434629,0.00188913487564165,-0.113892234027461,"6681","head and packaging","terminase large subunit",NA,1081,0.504,1.015e-25,18,423,424,5,365,1000,"foldseek","envhog_protein240314_1","head and packaging",0.955,0.955,0.001,0.001,0.003,0.037,0,0,0,0.003,0
"virus_comp_12474_cycle_1_2",0.0562831934573036,0.296254366555195,2.97106420457422,0.00400631001399813,0.0087674627066141,-2.31473926811429,"12","head and packaging","portal protein",NA,761,0.888,6.617e-19,9,168,175,211,372,404,"foldseek","protein258432","head and packaging",1,1,0,0,0,0,0,0,0,0,0
"virus_comp_12573_cycle_1_2",0.10652269539429,0.429567568455225,3.81494849129079,0.000378159483460754,0.00165534761573134,-0.0816830667940431,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_12579_cycle_1_1",0.0697555062251258,0.28751231823158,3.75991987485662,0.000669814442531934,0.00238141808276419,-0.562411445708044,"1373","transcription regulation","transcriptional regulator",NA,617,0.842,2.471e-12,0,113,115,0,113,120,"foldseek","protein635126","transcription regulation",1,0,0,0,0,0,0,1,0,0,0
"virus_comp_126_cycle_1_103",0.0957364963860932,0.302034013605193,4.50215782497218,8.10167812546245e-05,0.00063721247067269,1.42460494290656,"420","unknown function","unknown function",NA,342,0.312,5.955e-07,99,214,215,5,122,179,"foldseek","protein204494","DNA, RNA and nucleotide metabolism",0.762,0.025,0,0,0.155,0.762,0,0,0.033,0.024,0
"virus_comp_126_cycle_1_104",0.0917841575539934,0.256678037377134,4.60417089500784,6.02601629145102e-05,0.000525796823287545,1.70596117235168,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_109",0.0941543372447298,0.265100977991554,4.817884583141,3.23242379766089e-05,0.000349048194062332,2.29690344257434,"124","DNA, RNA and nucleotide metabolism","Sak4-like ssDNA annealing protein",NA,354,0.504,1.896e-07,1,113,118,150,263,280,"foldseek","envhog_protein500938","DNA, RNA and nucleotide metabolism",1,0,0,0,0,1,0,0,0,0,0
"virus_comp_126_cycle_1_113",0.0957863430930396,0.309000848090632,4.51645199532197,7.7730082315276e-05,0.000612594539859706,1.46413779114795,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_118",0.0957612896333635,0.248755727432996,4.93660226453643,1.5622219020207e-05,0.000228716307677861,2.94048558369949,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_127",0.0914863820999792,0.254867134911509,4.66085798620149,5.11006248826751e-05,0.000468902212831871,1.86120063445941,"112","DNA, RNA and nucleotide metabolism","Gp2.5-like ssDNA binding protein and ssDNA annealing protein",NA,539,0.372,1.534e-12,0,163,170,1,164,169,"foldseek","efam_protein45564","DNA, RNA and nucleotide metabolism",0.74,0,0,0,0,0.74,0,0,0,0.26,0
"virus_comp_126_cycle_1_137",0.102777253646717,0.379247616149209,4.49202905393091,8.34284695798746e-05,0.000648353653255924,1.39720007217191,"9582","other","dehydrogenase",NA,1338,0.493,1.675e-33,0,345,347,12,353,359,"foldseek","envhog_protein208621","other",0.986,0,0,0,0.014,0,0,0,0,0.986,0
"virus_comp_126_cycle_1_138",0.0954307855459633,0.293103394434945,5.71162660343707,4.77113084489417e-07,2.59032645454046e-05,6.17177896768501,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_147",0.0971891436576726,0.240577115992812,4.52914031458051,8.43640618830552e-05,0.000651903092873276,1.40135341621674,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_152",0.0911614902219687,0.22779957434382,5.01821506026907,1.79831163723267e-05,0.000244933804527614,2.85424010224987,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_153",0.0927680688787409,0.207504024237828,4.89977827593545,4.12919310570169e-05,0.000404536738099947,2.12834786934605,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_162",0.0843266352564174,0.240525881063274,4.77876635076464,3.62364677671429e-05,0.000377728940004698,2.18697611264639,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_168",0.0894926236179401,0.280151214813575,4.86697148569803,2.05286656309193e-05,0.000263486047021242,2.6895893937374,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_182",0.104210405402578,0.423166912870362,4.36558826182799,9.17966039360753e-05,0.000681486460059344,1.267632375421,"617","head and packaging","major head protein",NA,788,0.14,1.068e-16,0,433,470,10,443,444,"foldseek","efam_protein7596","DNA, RNA and nucleotide metabolism",0.497,0.007,0.113,0,0.246,0.497,0,0.001,0,0.136,0
"virus_comp_126_cycle_1_187",0.0935461948490307,0.251134613170346,4.99058148171978,1.95002850749214e-05,0.000255794007912308,2.77793348839541,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_192",0.0908011367149511,0.329733445920327,4.4023953957838,0.000108104717055846,0.000747850605878372,1.15373487684678,"548","DNA, RNA and nucleotide metabolism","RNA ligase",NA,908,0.482,2.813e-20,3,229,231,23,230,249,"foldseek","envhog_protein2044711","DNA, RNA and nucleotide metabolism",0.742,0.001,0,0.245,0,0.742,0,0,0,0.012,0
"virus_comp_126_cycle_1_193",0.0989461368671532,0.326047499699928,4.98970245663813,1.32229972658732e-05,0.000206754785249193,3.10089528203658,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_194",0.0985740418698763,0.285064348773561,4.80083031068217,3.39754369288198e-05,0.000359854717146707,2.25073626639006,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_195",0.0897759301276732,0.381980546551209,4.51389368040008,6.37405529035456e-05,0.000540481174186463,1.62323632971267,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_196",0.108031881952943,0.417736836045286,4.53765433941469,5.41040597156335e-05,0.000487310528636892,1.76619697207481,"200","other","lipoprotein",NA,241,0.176,9.049e-05,1,276,292,92,299,304,"foldseek","protein729443","other",1,0,0,0,0,0,0,0,0,1,0
"virus_comp_126_cycle_1_199",0.0913224662822088,0.240630279570032,5.0522286332931,1.62761070342169e-05,0.000232201833564795,2.94989662502629,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_200",0.0956304923918535,0.232405116937884,4.93994982111322,2.26181211232542e-05,0.000282473595753356,2.63638628108121,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_203",0.0972033536054735,0.237471382702782,4.87379415360872,1.90209906734919e-05,0.000250346978258181,2.75274600806188,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_204",0.0940999111452069,0.316200647868351,4.16318389472142,0.000214826135360922,0.00117448302535083,0.504823757133247,"12305","DNA, RNA and nucleotide metabolism","ParB-like partition protein",NA,1060,0.601,1.572e-21,2,241,243,31,271,272,"foldseek","envhog_protein2038647","DNA, RNA and nucleotide metabolism",0.964,0,0,0,0.002,0.964,0,0,0,0.032,0
"virus_comp_126_cycle_1_206",0.082232322007714,0.226088841507082,4.1477988666012,0.000325372755981429,0.00152422628035004,0.173963259913275,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_207",0.105326302769711,0.400822325514081,4.73055486184942,2.97493718276259e-05,0.00033037015475622,2.33383119174024,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_208",0.109880208428862,0.444892296053213,4.58772135808114,4.63483707695823e-05,0.000438402910289647,1.91224532587695,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_209",0.10410615859186,0.449699470546826,4.64164439723378,3.92178822036864e-05,0.000391863674771834,2.07364764000964,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_210",0.100006891021358,0.396061868668669,6.14703352914742,4.37307276382933e-08,6.25356727601308e-06,8.39400785618495,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_211",0.104786792475452,0.329663295602355,4.92768994164349,1.60651398021385e-05,0.000230877321641763,2.91659706359825,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_217",0.0957512143959181,0.298130765991193,4.94383991653432,1.52714354545515e-05,0.000226121368150916,2.96379104140632,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_126_cycle_1_218",0.0912394405992004,0.30494170867964,4.49909445231717,8.17388203436933e-05,0.000640136589088713,1.41772945916209,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
